,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
1451,2017-2018,42,PENNSYLVANIA,PA,Southmoreland El Sch,Southmoreland SD,1,,PA-107657503,4222410,PA-107657503-6932,422241006932,4206932,100 Scottie Way,,,Scottdale,PA,15683,,100 Scottie Way,,,Scottdale,PA,15683,,(724)887-2021,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,02,05,Elementary,As reported,100 Scottie Way,,Scottdale,,,"100 Scottie Way, Scottdale, PA, 15683",1451,,No_Match,,,,,PA,,,,15683
1452,2017-2018,42,PENNSYLVANIA,PA,Connoquenessing Valley El Sch,Seneca Valley SD,1,,PA-104107903,4222440,PA-104107903-1178,422244001178,4201178,300 Pittsburgh St,,,Zelienople,PA,16063,1298.0,300 Pittsburgh St,,,Zelienople,PA,16063,1298.0,(724)452-8280,http://www.svsd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,300 Pittsburgh St,1000,Zelienople,"-80.12776,40.793446",019,"300 Pittsburgh St, Zelienople, PA, 16063",1452,Non_Exact,Match,40.793446,-80.12776,"300 S PITTSBURGH ST, ZELIENOPLE, PA, 16063",L,PA,42,52670520,911900,16063
1453,2017-2018,42,PENNSYLVANIA,PA,Rowan El Sch,Seneca Valley SD,1,,PA-104107903,4222440,PA-104107903-1179,422244001179,4201179,8051 Rowan Rd,,,Cranberry Twp,PA,16066,3615.0,8051 Rowan Rd,,,Cranberry Twp,PA,16066,3615.0,(724)776-1518,http://www.svsd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,8051 Rowan Rd,1020,Cranberry Twp,"-80.09628,40.70418",019,"8051 Rowan Rd, Cranberry Twp, PA, 16066",1453,Exact,Match,40.70418,-80.09628,"8051 ROWAN RD, CRANBERRY TOWNSHIP, PA, 16066",L,PA,42,52671053,912301,16066
1454,2017-2018,42,PENNSYLVANIA,PA,Evans City El Sch,Seneca Valley SD,1,,PA-104107903,4222440,PA-104107903-1180,422244001180,4201180,345 W Main St,,,Evans City,PA,16033,1235.0,345 W Main St,,,Evans City,PA,16033,1235.0,(724)538-3680,http://www.svsd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,345 W Main St,3016,Evans City,"-80.07101,40.770466",019,"345 W Main St, Evans City, PA, 16033",1454,Exact,Match,40.770466,-80.07101,"345 W MAIN ST, EVANS CITY, PA, 16033",L,PA,42,633000068,911700,16033
1455,2017-2018,42,PENNSYLVANIA,PA,Haine El Sch,Seneca Valley SD,1,,PA-104107903,4222440,PA-104107903-4907,422244004907,4204907,1516 Haine School Rd,,,Cranberry Twp,PA,16066,6621.0,1516 Haine School Rd,,,Cranberry Twp,PA,16066,6621.0,(724)776-1581,http://www.svsd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,1516 Haine School Rd,1000,Cranberry Twp,"-80.125946,40.69696",019,"1516 Haine School Rd, Cranberry Twp, PA, 16066",1455,Exact,Match,40.69696,-80.125946,"1516 HAINE SCHOOL RD, CRANBERRY TOWNSHIP, PA, 16066",R,PA,42,52671092,912101,16066
1456,2017-2018,42,PENNSYLVANIA,PA,Baresville El Sch,South Western SD,1,,PA-112676403,4222470,PA-112676403-4603,422247004603,4204603,135 Sanford Ave,,,Hanover,PA,17331,2825.0,135 Sanford Ave,,,Hanover,PA,17331,2825.0,(717)633-4870,http://www.swsd.k12.pa.us/baresvle/index.htm,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,135 Sanford Ave,1014,Hanover,"-76.965965,39.80292",133,"135 Sanford Ave, Hanover, PA, 17331",1456,Exact,Match,39.80292,-76.965965,"135 SANFORD AVE, HANOVER, PA, 17331",R,PA,42,88709987,021900,17331
1457,2017-2018,42,PENNSYLVANIA,PA,Manheim El Sch,South Western SD,1,,PA-112676403,4222470,PA-112676403-4605,422247004605,4204605,5778 Blooming Grove Road,,,Glenville,PA,17329,9731.0,5778 Blooming Grove Road,,,Glenville,PA,17329,9731.0,(717)229-2930,http://www.swsd.k12.pa.us/manheim/index.htm,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,5778 Blooming Grove Road,2028,Glenville,"-76.85274,39.763096",133,"5778 Blooming Grove Road, Glenville, PA, 17329",1457,Exact,Match,39.763096,-76.85274,"5778 BLOOMING GROVE RD, GLENVILLE, PA, 17329",L,PA,42,88712602,022401,17329
1458,2017-2018,42,PENNSYLVANIA,PA,Park Hills El Sch,South Western SD,1,,PA-112676403,4222470,PA-112676403-4606,422247004606,4204606,137 W Granger St,,,Hanover,PA,17331,3815.0,137 W Granger St,,,Hanover,PA,17331,3815.0,(717)633-4880,http://www.swsd.k12.pa.us/pkhills/index.htm,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,137 W Granger St,5018,Hanover,"-76.98095,39.789223",133,"137 W Granger St, Hanover, PA, 17331",1458,Exact,Match,39.789223,-76.98095,"137 W GRANGER ST, HANOVER, PA, 17331",L,PA,42,88710353,021900,17331
1459,2017-2018,42,PENNSYLVANIA,PA,West Manheim El Sch,South Western SD,1,,PA-112676403,4222470,PA-112676403-4607,422247004607,4204607,2000 Baltimore Pike,,,Hanover,PA,17331,9612.0,2000 Baltimore Pike,,,Hanover,PA,17331,9612.0,(717)633-4890,http://www.swsd.k12.pa.us/wmanheim/index.htm,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,2000 Baltimore Pike,2017,Hanover,"-76.95607,39.758587",133,"2000 Baltimore Pike, Hanover, PA, 17331",1459,Exact,Match,39.758587,-76.95607,"2000 BALTIMORE PIKE, HANOVER, PA, 17331",R,PA,42,88710722,022402,17331
1460,2017-2018,42,PENNSYLVANIA,PA,Spring Cove El Sch,Spring Cove SD,1,,PA-108077503,4222530,PA-108077503-8076,422253007337,4207337,137 Spring Cove Dr,,,Roaring Spring,PA,16673,,137 Spring Cove Dr,,,Roaring Spring,PA,16673,,(814)224-2311,http://scsd.schoolwires.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported,137 Spring Cove Dr,,Roaring Spring,,,"137 Spring Cove Dr, Roaring Spring, PA, 16673",1460,,No_Match,,,,,PA,,,,16673
1461,2017-2018,42,PENNSYLVANIA,PA,Martinsburg El Sch,Spring Cove SD,1,,PA-108077503,4222530,PA-108077503-0936,422253009984,4209984,415 Spring Street,,,Martinsburg,PA,16662,1027.0,415 Spring Street,,,Martinsburg,PA,16662,1027.0,(814)793-2014,http://scsd.schoolwires.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported,415 Spring Street,2000,Martinsburg,"-78.322105,40.305637",013,"415 Spring Street, Martinsburg, PA, 16662",1461,Exact,Match,40.305637,-78.322105,"415 SPRING ST, MARTINSBURG, PA, 16662",R,PA,42,49719901,011300,16662
1462,2017-2018,42,PENNSYLVANIA,PA,Spring City El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-7458,422256000233,4200233,190 Wall Street,,,Spring City,PA,19475,1634.0,190 Wall Street,,,Spring City,PA,19475,1634.0,(610)705-6004,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,190 Wall Street,2005,Spring City,"-75.553894,40.17774",029,"190 Wall Street, Spring City, PA, 19475",1462,Exact,Match,40.17774,-75.553894,"190 WALL ST, SPRING CITY, PA, 19475",R,PA,42,179475236,301100,19475
1463,2017-2018,42,PENNSYLVANIA,PA,Upper Providence El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-7763,422256000716,4200716,833 South Lewis Rd Bldg 3,,,Royersford,PA,19468,,833 South Lewis Rd Bldg 3,,,Royersford,PA,19468,,(610)705-6009,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,833 South Lewis Rd Bldg 3,3000,Royersford,"-75.513374,40.186993",091,"833 South Lewis Rd Bldg 3, Royersford, PA, 19468",1463,Exact,Match,40.186993,-75.513374,"833 S LEWIS RD, ROYERSFORD, PA, 19468",L,PA,42,135112143,206106,19468
1464,2017-2018,42,PENNSYLVANIA,PA,Limerick El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-3358,422256003358,4203358,81 Limerick Center Rd,,,Royersford,PA,19468,1303.0,81 Limerick Center Rd,,,Royersford,PA,19468,1303.0,(610)705-6007,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,81 Limerick Center Rd,3007,Royersford,"-75.54197,40.231945",091,"81 Limerick Center Rd, Royersford, PA, 19468",1464,Exact,Match,40.231945,-75.54197,"81 LIMERICK CENTER RD, ROYERSFORD, PA, 19468",L,PA,42,135111947,208603,19468
1465,2017-2018,42,PENNSYLVANIA,PA,Royersford El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-3364,422256003364,4203364,450 Spring St,,,Royersford,PA,19468,2519.0,450 Spring St,,,Royersford,PA,19468,2519.0,(610)706-6005,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,450 Spring St,,Royersford,,,"450 Spring St, Royersford, PA, 19468",1465,,No_Match,,,,,PA,,,,19468
1466,2017-2018,42,PENNSYLVANIA,PA,Oaks El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-4809,422256004809,4204809,325 Oaks School Dr,,,Oaks,PA,19456,,325 Oaks School Dr,,,Oaks,PA,19456,,(610)705-6008,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,325 Oaks School Dr,,Oaks,,,"325 Oaks School Dr, Oaks, PA, 19456",1466,,No_Match,,,,,PA,,,,19456
1467,2017-2018,42,PENNSYLVANIA,PA,Evans El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-7940,422256006098,4206098,125 Sunset Rd,,,Limerick,PA,19468,,125 Sunset Rd,,,Limerick,PA,19468,,(610)705-6012,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported,125 Sunset Rd,1002,Limerick,"-75.50934,40.23137",091,"125 Sunset Rd, Limerick, PA, 19468",1467,Exact,Match,40.23137,-75.50934,"125 SUNSET RD, LIMERICK, PA, 19468",L,PA,42,135123958,208601,19468
1468,2017-2018,42,PENNSYLVANIA,PA,Brooke El Sch,Spring-Ford Area SD,1,,PA-123467303,4222560,PA-123467303-7321,422256010007,4210007,339 N Lewis Rd,,,Royersford,PA,19468,1525.0,339 N Lewis Rd,,,Royersford,PA,19468,1525.0,(610)705-6006,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,339 N Lewis Rd,,Royersford,,,"339 N Lewis Rd, Royersford, PA, 19468",1468,,Tie,,,,,PA,,,,19468
1469,2017-2018,42,PENNSYLVANIA,PA,New Salem El Sch,Spring Grove Area SD,1,,PA-112676703,4222590,PA-112676703-4617,422259004617,4204617,3745 Salem Rd,,,York,PA,17408,9302.0,3745 Salem Rd,,,York,PA,17408,9302.0,(717)225-4731,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,3745 Salem Rd,1011,York,"-76.79563,39.898663",133,"3745 Salem Rd, York, PA, 17408",1469,Exact,Match,39.898663,-76.79563,"3745 SALEM RD, YORK, PA, 17408",R,PA,42,88744106,021720,17408
1470,2017-2018,42,PENNSYLVANIA,PA,Spring Grove El Sch,Spring Grove Area SD,1,,PA-112676703,4222590,PA-112676703-4618,422259004618,4204618,1450 Roth's Church Road,,,Spring Grove,PA,17362,,1450 Roth's Church Road,,,Spring Grove,PA,17362,,(717)225-4731,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,1450 Roth's Church Road,,Spring Grove,,,"1450 Roth's Church Road, Spring Grove, PA, 17362",1470,,No_Match,,,,,PA,,,,17362
1471,2017-2018,42,PENNSYLVANIA,PA,Paradise El Sch,Spring Grove Area SD,1,,PA-112676703,4222590,PA-112676703-4620,422259004620,4204620,6923 Lincoln Highway West,,,Thomasville,PA,17364,9786.0,6923 Lincoln Highway West,,,Thomasville,PA,17364,9786.0,(717)225-4731,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,6923 Lincoln Highway West,1020,Thomasville,"-76.90044,39.920303",133,"6923 Lincoln Highway West, Thomasville, PA, 17364",1471,Exact,Match,39.920303,-76.90044,"6923 LINCOLN HWY W, THOMASVILLE, PA, 17364",L,PA,42,88708994,020522,17364
1472,2017-2018,42,PENNSYLVANIA,PA,Sabold El Sch,Springfield SD,1,,PA-125238502,4222600,PA-125238502-6518,422260006518,4206518,468 E Thomson Ave,,,Springfield,PA,19064,2834.0,468 E Thomson Ave,,,Springfield,PA,19064,2834.0,(610)938-6500,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,02,05,Elementary,As reported,468 E Thomson Ave,,Springfield,,,"468 E Thomson Ave, Springfield, PA, 19064",1472,,No_Match,,,,,PA,,,,19064
1473,2017-2018,42,PENNSYLVANIA,PA,Scenic Hills El Sch,Springfield SD,1,,PA-125238502,4222600,PA-125238502-6519,422260006519,4206519,235 Hillview Dr,,,Springfield,PA,19064,1950.0,235 Hillview Dr,,,Springfield,PA,19064,1950.0,(610)938-6600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,02,05,Elementary,As reported,235 Hillview Dr,4010,Springfield,"-75.32349,39.93808",045,"235 Hillview Dr, Springfield, PA, 19064",1473,Non_Exact,Match,39.93808,-75.32349,"235 HILLVIEW RD, SPRINGFIELD, PA, 19064",R,PA,42,134898606,407804,19064
1474,2017-2018,42,PENNSYLVANIA,PA,Springfield Literacy Center,Springfield SD,1,,PA-125238502,4222600,PA-125238502-8134,422260007368,4207368,210 W Woodland Ave,,,Springfield,PA,19064,,210 W Woodland Ave,,,Springfield,PA,19064,,(610)690-3100,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported,210 W Woodland Ave,1004,Springfield,"-75.343475,39.92837",045,"210 W Woodland Ave, Springfield, PA, 19064",1474,Exact,Match,39.92837,-75.343475,"210 W WOODLAND AVE, SPRINGFIELD, PA, 19064",L,PA,42,134878936,407801,19064
1475,2017-2018,42,PENNSYLVANIA,PA,Springfield Twp El Sch-Enfield,Springfield Township SD,1,,PA-123467203,4222620,PA-123467203-3368,422262003368,4203368,1118 Church Rd,,,Oreland,PA,19075,2599.0,1118 Church Rd,,,Oreland,PA,19075,2599.0,(215)233-6000,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported,1118 Church Rd,3010,Oreland,"-75.18769,40.105663",091,"1118 Church Rd, Oreland, PA, 19075",1475,Exact,Match,40.105663,-75.18769,"1118 CHURCH RD, ORELAND, PA, 19075",L,PA,42,135089445,210200,19075
1476,2017-2018,42,PENNSYLVANIA,PA,Springfield Twp El Sch-Erdenhm,Springfield Township SD,1,,PA-123467203,4222620,PA-123467203-3370,422262003370,4203370,500 Haws Ln,,,Flourtown,PA,19031,2198.0,500 Haws Ln,,,Flourtown,PA,19031,2198.0,(215)233-6000,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,02,05,Elementary,As reported,500 Haws Ln,,Flourtown,,,"500 Haws Ln, Flourtown, PA, 19031",1476,,No_Match,,,,,PA,,,,19031
1477,2017-2018,42,PENNSYLVANIA,PA,Saint Clair Area El/MS,Saint Clair Area SD,1,,PA-129546803,4222710,PA-129546803-3930,422271003930,4203930,227 S Mill St,,,Saint Clair,PA,17970,1338.0,227 S Mill St,,,Saint Clair,PA,17970,1338.0,(570)429-2716,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,227 S Mill St,3024,Saint Clair,"-76.18674,40.71756",107,"227 S Mill St, Saint Clair, PA, 17970",1477,Exact,Match,40.71756,-76.18674,"227 S MILL ST, SAINT CLAIR, PA, 17970",R,PA,42,70944209,002300,17970
1478,2017-2018,42,PENNSYLVANIA,PA,Montgomery El Sch,Tuscarora SD,1,,PA-112286003,4222740,PA-112286003-2221,422274002221,4202221,9138 Fort Loudon Rd,,,Mercersburg,PA,17236,9501.0,9138 Fort Loudon Rd,,,Mercersburg,PA,17236,9501.0,(717)328-2023,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,9138 Fort Loudon Rd,2008,Mercersburg,"-77.90092,39.797523",055,"9138 Fort Loudon Rd, Mercersburg, PA, 17236",1478,Exact,Match,39.797523,-77.90092,"9138 FORT LOUDON RD, MERCERSBURG, PA, 17236",R,PA,42,605520536,011600,17236
1479,2017-2018,42,PENNSYLVANIA,PA,Mountain View El Sch,Tuscarora SD,1,,PA-112286003,4222740,PA-112286003-2222,422274002222,4202222,2311 Lemar Rd,,,Mercersburg,PA,17236,9616.0,2311 Lemar Rd,,,Mercersburg,PA,17236,9616.0,(717)328-2191,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,2311 Lemar Rd,2081,Mercersburg,"-77.89774,39.886375",055,"2311 Lemar Rd, Mercersburg, PA, 17236",1479,Exact,Match,39.886375,-77.89774,"2311 LEMAR RD, MERCERSBURG, PA, 17236",L,PA,42,605503747,011500,17236
1480,2017-2018,42,PENNSYLVANIA,PA,St Thomas El Sch,Tuscarora SD,1,,PA-112286003,4222740,PA-112286003-2226,422274002226,4202226,70 School House Rd,,,Saint Thomas,PA,17252,9646.0,70 School House Rd,,,Saint Thomas,PA,17252,9646.0,(717)369-3123,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,70 School House Rd,1092,Saint Thomas,"-77.798,39.918133",055,"70 School House Rd, Saint Thomas, PA, 17252",1480,Non_Exact,Match,39.918133,-77.798,"70 SCHOOLHOUSE RD, SAINT THOMAS, PA, 17252",R,PA,42,60080364,011400,17252
1481,2017-2018,42,PENNSYLVANIA,PA,Mercersburg El Sch,Tuscarora SD,1,,PA-112286003,4222740,PA-112286003-6282,422274006282,4206282,30 S Park Ave,,,Mercersburg,PA,17236,1116.0,30 S Park Ave,,,Mercersburg,PA,17236,1116.0,(717)328-5278,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,30 S Park Ave,6008,Mercersburg,"-77.90648,39.826645",055,"30 S Park Ave, Mercersburg, PA, 17236",1481,Exact,Match,39.826645,-77.90648,"30 S PARK AVE, MERCERSBURG, PA, 17236",L,PA,42,60086106,011500,17236
1482,2017-2018,42,PENNSYLVANIA,PA,Gray's Woods El Sch,State College Area SD,1,,PA-110148002,4222770,PA-110148002-7735,422277000676,4200676,160 Brackenbourne Drive,,,Port Matilda,PA,16870,7222.0,160 Brackenbourne Drive,,,Port Matilda,PA,16870,7222.0,(814)235-6100,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,160 Brackenbourne Drive,2008,Port Matilda,"-77.95938,40.801403",027,"160 Brackenbourne Drive, Port Matilda, PA, 16870",1482,Exact,Match,40.801403,-77.95938,"160 BRACKENBOURNE DR, PORT MATILDA, PA, 16870",R,PA,42,50401399,011400,16870
1483,2017-2018,42,PENNSYLVANIA,PA,Ferguson Twp El Sch,State College Area SD,1,,PA-110148002,4222770,PA-110148002-1350,422277001350,4201350,215 West Pine Grove Rd,PO Box 237,,Pine Grove Mills,PA,16868,237.0,215 West Pine Grove Rd,,,Pine Grove Mills,PA,16868,237.0,(814)231-4119,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,215 West Pine Grove Rd,,Pine Grove Mills,,,"215 West Pine Grove Rd, Pine Grove Mills, PA, 16868",1483,,No_Match,,,,,PA,,,,16868
1484,2017-2018,42,PENNSYLVANIA,PA,Corl Street El Sch,State College Area SD,1,,PA-110148002,4222770,PA-110148002-1354,422277001354,4201354,235 Corl St,,,State College,PA,16801,4143.0,235 Corl St,,,State College,PA,16801,4143.0,(814)231-1185,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,235 Corl St,2026,State College,"-77.87306,40.78258",027,"235 Corl St, State College, PA, 16801",1484,Non_Exact,Match,40.78258,-77.87306,"235 S CORL ST, STATE COLLEGE, PA, 16801",L,PA,42,50404124,012400,16801
1485,2017-2018,42,PENNSYLVANIA,PA,Easterly Parkway El Sch,State College Area SD,1,,PA-110148002,4222770,PA-110148002-1356,422277001356,4201356,234 Easterly Pkwy,,,State College,PA,16801,6302.0,234 Easterly Pkwy,,,State College,PA,16801,6302.0,(814)231-1170,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,234 Easterly Pkwy,2005,State College,"-77.84831,40.78885",027,"234 Easterly Pkwy, State College, PA, 16801",1485,Exact,Match,40.78885,-77.84831,"234 EASTERLY PKWY, STATE COLLEGE, PA, 16801",R,PA,42,50371152,012700,16801
1486,2017-2018,42,PENNSYLVANIA,PA,Houserville/Lemont El Sch,State College Area SD,1,,PA-110148002,4222770,PA-110148002-1357,422277001357,4201357,675 Elmwood St,,,State College,PA,16801,7054.0,675 Elmwood St,,,State College,PA,16801,7054.0,(814)231-5026,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,675 Elmwood St,2001,State College,"-77.82271,40.810078",027,"675 Elmwood St, State College, PA, 16801",1486,Exact,Match,40.810078,-77.82271,"675 ELMWOOD ST, STATE COLLEGE, PA, 16801",L,PA,42,50384137,011702,16801
1487,2017-2018,42,PENNSYLVANIA,PA,Mount Nittany El Sch,State College Area SD,1,,PA-110148002,4222770,PA-110148002-1358,422277001358,4201358,700 Brandywine Drive,,,State College,PA,16801,7951.0,700 Brandywine Drive,,,State College,PA,16801,7951.0,(814)272-5970,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,700 Brandywine Drive,3007,State College,"-77.805664,40.787422",027,"700 Brandywine Drive, State College, PA, 16801",1487,Exact,Match,40.787422,-77.805664,"700 BRANDYWINE DR, STATE COLLEGE, PA, 16801",R,PA,42,640749539,011702,16801
